V_Word,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your
find,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2,1,2,6,2,0,1,1,10,0,0,5,0,0,1,1,0,0,0,0,1,6,1,0,0,18,0,0,1,0,2,2,25,0,0,2,0,1,10,1,8,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,2,0,1,0,0,2,1,0,1,0,0,0,0,6,0,0,4,20,0,3,2,1,0,1,0,0,0,1,2,1,0,5,1,1,0,15,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,17,2,0,0,2,6,0,1,1,1,4,2,0,0,1,4,0,1,1,0,14,0,4,0,1,2,0,0,1,7,3,0,2,0,0,1,1,4,1,0,2,0,0,1,2,0,2,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,8,0,0,0,0,0,1,0,1,0,4,0,0,0,1,5,0,1,0,2,1,10,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,10,0,1,43,4,0,5,2,2,0,5,0,0,4,0,1,21,0,0,0,1,2,13,0,3,0,0,32,0,0,5,0,2,0,0,0,2,0,0,0,1,0,0,0,8,1,4,0,1,0,2,0,5,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,10,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,5,1,0,9,9,8,2,1,4,0,1,7,1,0,0,3,34,4,0,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,6,0,0,3,0,0,1,0,1,3,0,2,0,5,2,0,1,0,5,0,0,7,1,0,0,0,0,0,1,4,1,5,2,0,5,0,4,0,5,52,0,0,0,1,0,1,8,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,9,3,0,0,1,3,0,1,0,22,6,11,1,3,5,5,1,1,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,11,4,2,2,0,0,2,0,2,0,1,0,0,3,1,0,1,0,0,0,5,0,7
first,5,1,8,20,3,1,4,2,0,2,2,0,1,1,2,2,0,8,0,1,36,0,81,0,2,26,0,2,5,8,0,5,1,1,7,0,2,0,12,14,1,6,0,1,1,2,1,1,3,0,1,0,4,2,2,2,0,1,0,1,0,1,21,1,1,4,0,3,0,3,0,0,1,2,1,2,0,1,1,4,89,3,3,2,17,0,1,1,3,3,1,1,2,2,0,1,1,22,0,0,5,25,1,0,25,4,1,8,2,73,0,2,1,3,1,1,1,2,2,35,32,15,0,1,5,0,1,1,0,2,2,1,0,2,0,1,2,1,1,2,0,0,0,1,10,5,5,3,1,3,5,0,0,1,1,1,1,1,3,12,20,1,2,2,0,2,2,3,1,7,0,7,0,1,0,2,48,1,19,1,2,5,3,0,0,15,8,7,4,4,0,0,0,3,0,0,0,1,2,1,2,2,2,1,1,3,6,1,1,2,1,4,3,0,1,0,0,1,7,3,1,5,0,3,1,1,1,1,4,0,2,0,2,8,40,22,6,3,1,2,8,0,2,0,22,6,0,4,5,2,3,5,2,0,2,1,2,0,7,3,0,3,12,0,3,3,3,12,1,5,70,1,4,17,2,2,9,1,26,2,13,0,0,8,1,1,7,17,2,2,4,1,8,4,4,1,0,9,0,4,1,1,3,3,0,4,18,1,0,1,0,1,4,0,12,3,3,3,0,0,20,2,17,0,0,11,3,1,1,3,2,2,0,0,0,1,3,0,11,11,3,10,2,4,0,0,8,0,3,4,1,4,19,10,1,5,0,5,1,0,4,1,1,4,1,1,0,1,0,2,0,1,1,0,3,0,1,11,2,4,20,0,1,4,7,1,3,0,3,3,0,0,4,6,0,3,2,11,1,4,6,31,1,1,5,2,0,5,1,13,0,2,2,1,1,5,2,0,3,31,30,4,0,1,1,1,2,0,1,5,1,1,0,1,0,3,2,2,1,0,1,5,2,0,6,2,3,2,0,1,0,0,0,0,2,0,1,5,0,2,3,4,2,1,0,16,2,5,7,3,0,3,2,0,0,1,18,0,13,5,1,12,0,2,0,4,7,1,1,10,2,2,1,30,0,1,2,2,4,0,3,1,2,1,0,0,3,0,7,0,0,5,2,1,1,1,3,0,4,2,1,7,1,4,0,2,1,2,1,0,2,1,1,1,22,3,0,14,13,6,10,14,3,1,18,1,1,7,9,3,0,68,0,1,0,1,9,0,42,1,1,2,1,3,2,1,1,1,1,10,39,0,0,12,0,2,3,4,8,1,7,0,1,3,1,0,6,27,1,1,2,6,7,16,10,0,5,5,3,0
for,36,9,35,8,16,4,44,7,3,26,3,11,3,1,57,19,22,105,9,9,162,36,64,8,19,229,6,7,108,5,1,27,26,19,6,4,10,7,73,46,44,12,11,8,2,5,2,11,17,18,12,13,33,12,14,15,11,26,3,16,4,18,3,11,5,8,42,28,3,5,5,5,1,6,3,4,12,6,10,20,79,8,3,3,30,9,16,2,8,24,10,10,61,5,13,12,4,59,3,26,47,78,8,10,52,27,12,73,24,110,25,20,5,11,6,27,15,11,14,241,170,19,3,2,30,4,6,4,9,13,5,5,5,29,9,3,25,6,15,6,19,11,43,10,34,23,15,23,6,11,28,23,6,12,9,8,36,15,30,12,21,14,7,79,11,35,8,16,73,128,9,35,7,28,4,7,72,19,54,47,18,88,11,22,9,25,69,14,8,9,10,20,2,32,9,30,10,11,8,9,26,14,0,6,15,32,29,21,1,4,21,8,14,4,5,22,41,7,16,7,7,5,5,37,9,20,10,16,18,12,8,8,11,36,94,39,46,17,32,12,33,15,14,5,67,20,3,11,10,4,6,70,8,1,53,6,3,2,22,8,8,1,74,4,17,26,65,12,5,6,216,11,36,14,27,12,80,15,5,8,23,7,5,20,2,4,30,87,2,8,37,16,19,14,16,4,7,46,6,18,24,2,36,13,7,4,142,22,1,5,11,0,27,1,155,32,76,35,6,3,92,4,70,0,3,43,8,1,3,13,2,27,12,21,6,10,33,15,79,57,0,3,9,8,13,27,11,12,11,9,13,7,24,55,31,5,6,13,4,1,3,3,11,80,8,3,5,25,3,23,177,1,2,8,16,3,1,45,3,89,79,5,6,14,34,15,8,5,17,5,6,5,37,2,19,16,15,39,2,16,20,194,2,18,112,15,14,121,29,248,22,12,9,10,13,51,3,9,3,122,199,79,4,5,18,7,6,17,13,24,4,3,9,2,14,3,14,5,17,3,16,62,6,1,5,9,34,67,16,13,58,1,11,20,4,3,68,56,10,10,43,3,20,5,4,71,27,16,23,35,7,15,20,1,5,21,70,12,102,29,7,100,3,60,13,42,7,15,31,42,39,9,5,4,1,5,6,14,10,4,11,18,1,5,8,5,10,13,1,6,10,31,9,2,4,12,2,32,52,5,1,5,26,37,14,90,14,40,18,6,70,6,7,32,151,125,64,36,50,62,63,16,6,6,244,63,5,6,37,3,8,127,2,1,9,1,3,1,70,8,21,4,13,3,36,67,0,18,4,10,79,7,7,43,10,2,22,51,28,13,98,41,10,53,12,4,22,70,6,8,33,18,14,54,142,5,4,91,19,39
form,2,0,5,1,0,0,0,0,0,0,1,0,0,0,2,1,13,1,0,1,7,0,1,0,1,10,1,0,0,0,0,0,0,0,2,0,0,0,2,10,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,13,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,5,4,0,0,5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,3,1,1,0,0,1,0,0,1,0,3,0,0,0,0,5,2,0,0,4,15,7,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,5,1,0,3,1,0,1,0,0,2,0,4,0,4,4,0,5,3,3,0,3,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,13,1,1,1,1,1,1,2,4,6,1,1,0,0,1,6,0,0,0,9,0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,1,3,0,1,6,0,0,0,1,0,1,2,0,1,4,0,0,0,0,1,3,9,0,0,0,0,2,0,1,0,0,3,0,1,0,0,10,0,0,1,1,0,0,0,0,0,1,0,12,2,3,2,0,1,4,0,6,0,0,8,0,1,0,1,0,1,1,0,1,0,0,0,6,5,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,4,0,0,3,0,0,0,0,0,0,0,2,0,4,0,3,1,0,1,1,5,0,0,2,0,0,0,0,5,0,0,1,1,2,9,1,0,1,27,11,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,2,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,3,0,0,2,1,0,1,1,0,0,0,6,1,1,1,0,9,3,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,1,0,2,1,0,1,2,0,0,0,3,1,0,1,14,2,0,1,4,3,4,0,1,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,10,0,0,4,0,0,1,2,3,3,11,1,0,0,0,0,3,6,0,1,2,0,0,0,1,0,0,2,0,1
found,2,0,2,0,1,0,1,0,0,4,1,4,0,0,0,0,0,11,1,1,6,0,3,0,1,60,1,0,26,1,0,1,1,0,0,0,0,0,5,2,0,0,10,0,0,1,2,0,1,8,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,6,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,27,0,18,35,70,0,0,1,2,1,2,0,5,1,2,0,0,0,4,1,0,3,27,13,0,0,3,0,0,1,0,0,2,3,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,0,3,0,0,0,0,3,2,0,0,0,2,0,2,0,0,5,1,6,1,0,1,0,5,0,3,0,0,3,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,1,26,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,12,1,2,0,2,2,22,0,0,0,2,2,1,0,2,0,0,2,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,38,2,2,20,0,1,11,2,7,1,6,0,1,5,0,2,3,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,3,3,2,0,3,0,0,0,0,0,2,3,8,0,1,1,0,0,4,0,11,0,0,18,2,0,0,1,0,1,0,0,4,0,2,0,6,11,0,0,1,0,1,2,1,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,3,3,0,0,0,2,1,0,0,0,0,0,1,3,0,0,4,0,7,0,1,3,18,0,0,9,0,1,9,13,12,2,2,0,0,1,2,0,0,0,1,33,7,2,1,0,0,0,0,2,2,0,0,0,0,1,1,0,2,3,0,1,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,2,6,5,0,2,1,0,0,0,1,0,1,4,0,3,2,0,0,0,0,7,2,10,1,0,4,0,4,0,2,12,0,2,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,9,1,1,0,2,5,1,1,0,50,5,5,2,3,2,4,0,0,0,10,1,0,0,3,1,0,4,0,1,1,0,0,0,2,0,1,0,0,0,3,0,0,2,1,1,11,2,5,2,1,0,1,4,0,2,1,0,0,2,1,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0
four,4,0,1,1,0,1,12,0,0,0,0,0,0,2,0,3,3,5,0,1,4,0,9,1,1,1,1,0,2,0,0,1,1,0,1,4,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,14,0,0,7,11,0,1,0,1,0,0,1,0,1,1,0,0,7,0,4,1,5,0,0,2,1,0,2,0,5,6,0,0,0,0,0,0,0,1,4,3,3,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,1,1,0,1,2,2,1,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0,1,0,0,0,8,1,7,10,0,15,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,1,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,2,0,0,1,0,0,1,0,5,6,2,1,1,7,6,1,0,0,0,2,1,1,0,22,0,0,1,0,1,0,0,0,0,2,2,0,1,4,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,2,0,2,0,0,2,0,0,1,16,0,0,3,0,1,1,1,0,0,1,1,0,0,3,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,6,0,0,1,2,0,0,1,0,1,1,0,1,0,0,0,2,3,0,0,1,0,0,7,0,0,1,0,0,1,3,7,0,2,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,7,5,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,3,0,0,0,2,0,0,0,3,7,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,4,0,2,1,0,11,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,1,2,0,0,2,1,1,2,0,1,0,1,0,3,0,1,2,2,1,4,0,0,0,3,0,0,0,5,2,0,1,7,0,0,1,0,0,5,0,1,0,0,0,2,0,1,0,0,0,4,0,0,2,0,0,9,0,0,0,3,1,0,2,0,1,2,3,0,1,0,0,1,5,29,1,0,1,1,0
from,10,3,5,6,5,0,14,6,2,12,0,4,4,0,19,6,5,47,5,4,32,0,27,130,25,96,2,2,34,4,4,7,1,1,2,3,6,8,27,34,1,59,8,1,2,4,1,5,49,6,3,6,2,3,2,3,43,4,1,1,4,24,3,5,0,2,7,4,1,4,0,7,3,4,3,60,0,6,1,7,34,3,2,5,14,0,22,0,3,7,3,5,4,7,4,6,7,42,5,12,18,34,6,6,22,8,2,44,9,40,10,3,0,6,1,5,2,2,4,72,69,19,6,3,12,1,1,3,3,4,2,2,4,5,4,0,6,12,8,8,3,8,1,5,21,1,14,7,4,15,14,1,6,12,1,4,9,4,6,3,7,2,2,1,4,9,2,5,16,40,4,6,5,14,1,2,37,4,27,16,4,31,1,9,4,4,29,15,4,2,11,2,3,3,3,4,5,3,0,3,3,3,2,2,2,5,6,3,0,1,7,2,7,3,1,4,7,5,9,4,3,6,7,9,4,19,5,6,6,9,2,3,11,9,52,21,33,6,2,6,20,2,6,0,27,3,5,0,6,6,2,6,3,2,3,7,3,12,12,2,1,1,44,4,14,1,2,6,7,2,109,16,22,9,7,3,47,4,9,2,23,4,4,12,4,0,14,28,1,5,7,6,14,6,7,5,4,11,9,0,11,13,22,4,2,2,40,6,1,1,1,0,9,5,54,13,32,5,5,4,29,1,38,1,10,3,4,2,1,10,2,16,1,0,7,4,16,7,35,28,1,3,3,3,5,1,9,15,0,3,8,1,12,9,2,1,7,1,1,0,15,2,4,17,12,15,0,12,0,7,1,5,5,20,8,4,1,8,2,17,30,5,3,11,14,7,1,5,1,1,2,2,6,1,8,11,12,17,10,4,3,66,7,1,63,15,16,29,3,171,24,24,2,2,1,12,1,2,9,17,65,44,3,5,2,2,1,0,3,11,4,4,2,6,7,1,14,4,8,9,2,5,0,2,2,1,14,12,4,8,19,2,2,10,4,2,9,10,2,2,18,0,5,1,2,33,6,4,5,10,1,13,8,2,3,11,36,2,71,3,1,31,7,47,6,23,11,8,16,1,5,7,0,9,21,2,2,8,2,1,4,9,1,3,4,8,1,4,0,1,19,4,1,0,1,5,4,3,19,3,20,2,11,6,5,15,3,18,10,2,16,1,3,8,94,51,17,9,18,23,25,4,3,0,79,21,0,1,5,18,1,46,3,0,1,2,2,1,18,11,10,6,7,0,6,3,5,11,1,6,25,9,7,8,3,3,16,18,13,24,80,3,12,32,3,3,9,27,6,7,3,14,6,6,5,3,15,19,4,11
general,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,2,8,1,0,8,0,6,0,2,12,0,0,3,0,0,0,0,0,4,0,2,1,9,18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,15,0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,2,1,0,1,1,1,1,0,7,0,1,1,3,0,4,1,0,3,13,2,4,0,0,1,0,0,2,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,2,2,1,1,1,1,0,0,9,3,2,0,1,0,0,1,0,2,1,0,4,4,0,1,1,0,1,0,12,0,1,3,2,8,3,1,0,3,2,2,0,0,1,0,1,1,0,0,0,5,1,0,1,0,0,2,5,0,1,3,0,0,0,0,2,1,0,0,0,0,1,3,0,0,0,2,0,2,0,1,1,1,1,0,1,4,18,5,2,0,4,2,2,0,0,0,9,0,1,1,0,1,1,0,1,0,0,0,0,0,1,3,0,1,2,4,0,1,1,0,0,1,5,0,0,0,1,0,1,2,1,1,6,1,0,2,0,1,0,9,1,1,1,2,1,1,1,1,1,2,1,0,1,0,1,2,0,2,3,0,0,1,1,0,0,0,0,0,2,5,1,0,12,0,7,0,0,2,1,0,3,0,0,0,0,0,1,0,0,14,1,4,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,9,3,5,0,0,1,0,2,0,0,8,0,0,1,3,0,3,0,4,1,12,10,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,1,1,2,3,0,1,1,0,1,1,0,2,0,6,0,1,1,0,1,0,3,0,1,1,0,0,1,0,1,0,0,0,1,3,0,2,0,2,0,0,3,0,1,1,0,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1,16,0,2,2,0,1,1,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,2,0,0,1,4,0,2,0,1,4,11,1,0,0,1,1,1,0,1,0,5,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6,0,0,1,0,5,0,0,1,6,8,0,3,4,2,0,0,2,1,1,2,0,0,1,0,0,3,2,1,1,1,1,4,0,0,1,0,0,0,0
get,6,1,0,0,2,0,2,1,1,1,0,2,0,0,2,1,1,4,0,3,7,1,5,0,4,9,0,0,6,2,1,1,2,5,0,1,0,1,9,1,1,0,25,0,0,2,0,0,2,33,1,2,3,2,0,12,0,11,2,0,0,1,0,1,0,0,6,2,5,0,0,0,2,0,0,0,0,0,0,3,8,0,0,0,1,0,5,0,0,2,2,13,1,7,0,1,1,10,1,1,11,33,3,4,5,4,1,9,3,6,3,0,6,1,0,9,1,0,0,22,14,0,0,1,8,0,1,1,1,0,0,0,3,2,0,2,0,0,4,0,1,2,1,0,0,1,5,1,1,7,8,0,1,3,8,1,0,1,2,6,4,0,0,3,6,0,0,0,2,12,0,2,0,3,0,1,4,5,5,2,0,9,3,2,1,0,6,3,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,13,0,0,0,1,0,0,1,0,1,0,0,14,5,1,1,3,5,0,1,0,0,0,2,0,0,0,2,10,4,8,3,1,0,27,0,2,3,3,1,0,2,0,1,1,7,1,0,2,1,0,0,0,0,0,7,4,0,4,0,1,1,8,0,16,0,5,40,5,5,2,2,14,2,2,2,0,4,0,2,15,2,0,0,0,0,22,0,1,0,0,75,1,4,1,1,1,2,2,0,11,0,12,0,0,0,0,2,13,3,9,1,0,6,5,1,13,14,19,7,3,0,0,2,0,0,2,5,0,2,1,1,4,9,0,0,0,0,2,2,0,0,2,0,0,1,1,0,0,0,1,5,0,2,0,5,1,0,5,0,2,3,0,0,0,1,0,0,0,2,0,1,1,1,16,0,0,1,22,0,5,3,0,1,1,2,3,0,0,1,1,2,1,0,2,13,2,2,21,10,1,18,0,13,6,2,0,1,0,4,0,2,22,0,47,1,0,0,1,3,0,4,0,0,0,0,1,1,0,1,0,4,1,1,4,0,2,0,0,0,1,3,0,0,7,0,0,1,0,0,8,4,3,0,14,0,0,0,0,0,0,0,3,1,1,2,1,8,0,3,23,1,8,3,0,3,1,1,0,2,62,8,1,2,1,0,1,1,0,0,0,0,0,1,2,1,0,0,3,1,0,0,0,0,2,0,0,0,2,1,1,1,4,0,1,1,1,7,0,9,3,1,0,0,0,0,3,1,16,13,13,1,13,2,1,1,3,0,11,0,0,0,0,5,0,0,0,0,2,0,0,0,2,3,0,2,17,1,3,0,1,0,1,1,4,4,1,6,2,0,0,6,4,3,2,0,0,2,1,1,0,18,0,4,3,1,0,0,1,1,0,9,0,12
give,0,0,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,2,0,1,4,1,2,1,1,7,0,0,3,1,1,0,1,2,0,1,1,0,2,0,0,1,10,0,0,0,0,1,0,11,0,1,1,0,0,6,0,3,2,1,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5,0,3,0,0,0,1,2,0,0,0,1,0,6,0,0,6,12,0,2,2,1,0,9,2,2,1,1,1,0,0,4,0,0,0,5,6,1,1,0,1,0,1,0,0,1,1,0,0,0,1,3,0,1,2,0,0,1,0,0,1,1,2,1,0,4,2,0,0,2,7,0,1,2,4,5,1,1,0,1,2,2,0,0,0,18,2,2,1,2,1,2,3,1,0,2,1,3,2,2,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,1,0,0,4,2,0,0,0,3,1,1,1,0,0,1,0,0,1,0,7,1,5,0,0,2,19,0,0,1,6,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0,1,1,2,0,1,0,2,0,3,0,2,10,1,0,2,1,4,0,6,0,1,3,0,1,27,3,0,0,0,1,24,0,0,1,1,14,1,3,1,0,2,0,0,0,4,0,0,0,0,0,0,0,12,1,5,0,0,0,7,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18,1,0,27,2,14,0,0,0,0,0,2,0,1,0,0,18,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,2,0,0,0,22,1,0,2,0,0,4,1,1,0,6,2,1,0,0,5,0,0,2,1,0,1,0,0,1,0,4,1,2,1,0,4,2,2,0,2,1,0,1,0,1,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,1,1,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2,0,2,2,2,9,19,1,0,2,1,0,2,0,3,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,0,14,0,0,0,0,0,0,0,4,2,0,0,0,2,2,0,2,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,21,0,4
